asin,title,imgUrl,productURL,stars,reviews,price,listPrice,category_id,isBestSeller,boughtInLastMonth
B08D6TJ1C2,"Rubbermaid Cleaning Power Electric Scrub Brush Microfiber Refill Kit, 8 Pieces, Red/Gray, Multi-Purpose Scrub Brush Refills Compatible with Rubbermaid Power Scrubber",https://m.media-amazon.com/images/I/51yYli+XdOL._AC_UL320_.jpg,https://www.amazon.com/dp/B08D6TJ1C2,4.5,0,12.99,0.0,167,False,300
B07D7KVVDH,Baby Organic Cotton Sleep and Play,https://m.media-amazon.com/images/I/91H6E4dUOQL._AC_UL320_.jpg,https://www.amazon.com/dp/B07D7KVVDH,4.6,0,25.99,0.0,264,False,50
B08CRDM4RF,Q Timex Men's 38mm Watch,https://m.media-amazon.com/images/I/81r7NXh3BmL._AC_UL320_.jpg,https://www.amazon.com/dp/B08CRDM4RF,4.2,0,143.25,189.0,113,False,0
B0B11MGQKZ,"Cree Lighting C-Lite 2' LED T8 Type B Double End Bypass 17W Equivalent, 1-Pack, Warm White (C-T824-A-17W-35K-B1) - Retro Fit Required",https://m.media-amazon.com/images/I/41BSM7sSwbL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B11MGQKZ,3.4,8,6.99,0.0,206,False,0
B09C1LV8XC,"Plugable Thunderbolt 4 Cable [Thunderbolt Certified] 6.6ft USB4 Cable with 100W Charging, Single 8K or Dual 4K Displays, 40Gbps Data Transfer, Compatible with Thunderbolt, USB4, USB-C - Driverless",https://m.media-amazon.com/images/I/71-n+l1xiOL._AC_UL320_.jpg,https://www.amazon.com/dp/B09C1LV8XC,4.6,0,28.95,0.0,76,False,0
B0B536T44K,Clear Makeup Organizer Bag For Women Portable Toiletry Cosmetic Purse Pouch Bag Perfect For Business Or Personal Travel Essentials,https://m.media-amazon.com/images/I/71DP2KJgXsL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B536T44K,4.6,0,29.85,33.89,50,False,300
B09NB8TRDM,"2-Pack Motion Sensor Outdoor Wall Lights, Dusk to Dawn Exterior Light Fixtures Wall Mount, Black Outdoor Sensor Lights For Outside House Garage Porch Patio, LED Wall Lantern Sconce Lights Waterproof",https://m.media-amazon.com/images/I/71Fr8yCQYAL._AC_UL320_.jpg,https://www.amazon.com/dp/B09NB8TRDM,4.5,0,56.98,109.99,209,False,0
B0BM5575RN,Carhartt baby-boys Short-sleeve Bodyshirt & Canvas Shortall Set,https://m.media-amazon.com/images/I/71qwigZF+cL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BM5575RN,5.0,0,25.49,29.99,43,False,0
B06WPBQRB6,"WENKO Plastic Wrap Dispenser with Cutter, Cling Film Holder, Refillable Aluminum Foil Wrap Dispenser with Slide Cutter for Kitchen Organization, 14.96 x 2.05 x 2.64 in, White",https://m.media-amazon.com/images/I/61whhBUtqjL._AC_UL320_.jpg,https://www.amazon.com/dp/B06WPBQRB6,3.8,0,20.47,0.0,160,False,0
B00R7PY49O,Samsung DDR4-2133 8GB/512Mx8 CL15 Desktop Memory M378A1G43DB0-CPBRFB,https://m.media-amazon.com/images/I/51kgqEb5tmL._AC_UL320_.jpg,https://www.amazon.com/dp/B00R7PY49O,4.5,0,15.13,0.0,63,False,0
B0BTVGX2TP,"QLT Flowers Botanical Collection Music Rotating Box Building Block with Light (575 PCS) Compatible with Lego,6+ Girl's Toys for Mother's Day, Valentine and Birthday Gifts",https://m.media-amazon.com/images/I/7125A9KRr8L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BTVGX2TP,4.3,0,29.99,0.0,270,False,50
B0BTHM64SW,"Cup Stacking Game, 12pcs Stacking Cups Set, Challenge Competition Sport Training Party idea Quick Cups Games for Kids and Adults (Blue)",https://m.media-amazon.com/images/I/81rnYwJSFLL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BTHM64SW,4.7,0,9.99,11.99,223,False,0
B074SPRTGW,ATC USA - 720 X Count Assorted Multi Color and Multi Size Indian Daily Use Reusable Forehead Bindi Round Dot temporary Tattoo Body Art Sticker,https://m.media-amazon.com/images/I/912KDpdKPQL._AC_UL320_.jpg,https://www.amazon.com/dp/B074SPRTGW,4.0,0,5.99,0.0,48,False,50
B07G91L6CR,Boston Terrier Peeking Sticker Vinyl Car Decoration Window Wall Sticker Laptop Decal Peep Animal Decorative Stickers (Black),https://m.media-amazon.com/images/I/31zdOZotD2L._AC_UL320_.jpg,https://www.amazon.com/dp/B07G91L6CR,4.7,486,2.99,4.99,24,False,50
B078X5T7B2,"Delta Faucet Spargo Brushed Nickel Kitchen Faucet, Kitchen Faucets with Pull Down Sprayer, Kitchen Sink Faucet, Faucet for Kitchen Sink, Soap Dispenser, SpotShield Stainless 19964Z-SPSD-DST",https://m.media-amazon.com/images/I/51mQskM84bL._AC_UL320_.jpg,https://www.amazon.com/dp/B078X5T7B2,4.7,0,239.0,467.15,208,False,0
B01IPW7BD8,"ASVP Shop Alice In Wonderland Playing Cards - Full Set is Ideal for Themed Parties, Props, Theme, and Games",https://m.media-amazon.com/images/I/81JdEtnMYRL._AC_UL320_.jpg,https://www.amazon.com/dp/B01IPW7BD8,4.7,0,10.99,0.0,223,False,300
B0B8JBBW2Z,Aquarium Intake Filter Mesh Cover Fish Tank Mesh Net Strainer Metal Pre Filter Tube Filter Accessory Stainless Steel Mesh Inflow Aquarium Filter Guard Intake Cover for Shrimp and Fish,https://m.media-amazon.com/images/I/71hNwE+BBHL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B8JBBW2Z,3.7,0,11.14,0.0,181,False,0
B0BPC3BF52,"Hafhef Decorative Mushroom Vase, Delicate Flower Vase, Cottagecore Room Decor, Unique Brown Glass Vase for Home/Kitchen/Office Decorations",https://m.media-amazon.com/images/I/61TWCuFl-tL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BPC3BF52,4.4,95,9.99,0.0,165,False,300
B09QGFBQQ3,Girl's Swimsuit Cover Up Kids Summer Solid Wraps Swimwear Tassel Elastic Waist Ruffled Beach Dress,https://m.media-amazon.com/images/I/51+dkEZ37FL._MCnd_AC_UL320_.jpg,https://www.amazon.com/dp/B09QGFBQQ3,4.4,32,24.99,0.0,91,False,0
B0BD8LHRRH,"| 40L Packable Travel Backpack, Foldable Lightweight Backpack for Men Women,Waterproof Hiking Bag for Outdoor Camping (Black)",https://m.media-amazon.com/images/I/81EReD7isUL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BD8LHRRH,4.6,0,25.99,0.0,107,False,0
B0B1DD1G2W,"PC Racing Game USB Handbrake,64 Bit USB Handbrake Compatible with G25 G27 G29 G920 T500 T300(With Clamp)",https://m.media-amazon.com/images/I/614RVikwWzL._AC_UY218_.jpg,https://www.amazon.com/dp/B0B1DD1G2W,4.1,0,66.99,0.0,263,False,0
B00BKQIMBC,Vanilla Essential Oil - 10ml Great Scent for The spa and Home by Fabulous Frannie,https://m.media-amazon.com/images/I/61FubS0qsmL._AC_UL320_.jpg,https://www.amazon.com/dp/B00BKQIMBC,4.3,2918,6.95,0.0,128,False,50
B09VCN6NY5,"Unisex-Adult Copa Gloro Firm Ground Cleats (us_Footwear_Size_System, Men, Medium, Numeric_8_Point_5) White, Blue",https://m.media-amazon.com/images/I/51asA6AeWfL._AC_UL320_.jpg,https://www.amazon.com/dp/B09VCN6NY5,4.8,0,95.72,0.0,114,False,0
B0C7CBPSB6,US 2 Prong Extension Cords 3 Ft Extension Cord 2 Outlet Black Extension Cord Cable 125v 10a Male to Female Power Cord for Nema 1-15p to 1-15r,https://m.media-amazon.com/images/I/512McfWneeL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C7CBPSB6,0.0,0,7.99,0.0,210,False,0
B09Y2HK4N5,"Bitty Boomers Disney: Tim Burton's The Nightmare Before Christmas - Jack Skellington Vengeful Face - Glow in The Dark - Mini Bluetooth Speaker, Multicolored",https://m.media-amazon.com/images/I/71Fo8HmEGgL._AC_UL320_.jpg,https://www.amazon.com/dp/B09Y2HK4N5,4.6,0,14.13,19.99,73,False,200
B094NTRQTG,"900M-T Soldering Iron Tips Solder Iron Replacement Tip Soldering Bits Compatible with Hakko, Radio Shack, Atten, Quick, Aoyue, Yihua, Vastar Soldering Station, Welding Equipment & Accessories",https://m.media-amazon.com/images/I/51kDBmdySbS._AC_UL320_.jpg,https://www.amazon.com/dp/B094NTRQTG,4.5,0,8.99,0.0,214,False,100
B0CCR8F28S,"401 Replacement Furnace Filter Compatible with AprilAire 2400, Space-Gard 2400 Whole-House Air Purifiers - 16x25x6 MERV 10, Clean Air & Dust, Pack of 3",https://m.media-amazon.com/images/I/71HDb+vADdL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CCR8F28S,5.0,0,69.99,0.0,201,False,0
B07MHZQ2NQ,"USB Wall Charger,Charger Adapter Charger Block,Double Wall Charger Plug 3Pack 2.1A Dual Port Cube USB Power Adapter Compatible for iPhone 15/14/13/12/8/7/6 Plus/X,iPad,Samsung Galaxy S23 S5 S6 S7 Edge",https://m.media-amazon.com/images/I/61k+YE+q0rL._AC_UL320_.jpg,https://www.amazon.com/dp/B07MHZQ2NQ,4.6,0,9.49,13.99,73,False,0
B00O6QGETK,Power Stop K5547 Rear Z23 Carbon Fiber Brake Pads with Drilled & Slotted Brake Rotors Kit,https://m.media-amazon.com/images/I/81O31myGsNL._AC_UL320_.jpg,https://www.amazon.com/dp/B00O6QGETK,4.8,0,221.99,0.0,18,False,0
B07ZGG33KN,24PCS/12Pairs Baby Girls Hair Clips 4Inches Velvet Hair Bows Solid Color Fully Lined Non Slip Barrettes Hair Accessories for Toddler Little Girl School Kid (12 Colors),https://m.media-amazon.com/images/I/81bLMg37kPL._AC_UL320_.jpg,https://www.amazon.com/dp/B07ZGG33KN,4.6,0,16.99,25.99,35,False,100
B07WCD4K6S,Journee Collection Womens Medium and Wide Width Mylee Bootie,https://m.media-amazon.com/images/I/91eqwbPYFvL._AC_UL320_.jpg,https://www.amazon.com/dp/B07WCD4K6S,4.2,0,0.0,0.0,122,False,0
B0CCVJMBBM,"Toothbrush Replacement Heads for Philips Sonicare DiamondClean C1 C2 W G2 Plaque Control Gum Health 4100 5100 Simply Clean 1 2 Series Electric Brush Head, 8 Pcs",https://m.media-amazon.com/images/I/81EX9dFO-RL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CCVJMBBM,4.5,0,16.98,0.0,126,False,600
B07J4YYB72,"Gold Cubic Zirconia Necklace & Earrings Bridal Jewelry Set, CZ Crystal Statement Necklace Set for Weddings, Formal Events, Mother of the Bride",https://m.media-amazon.com/images/I/61fqii6IoUL._AC_UL320_.jpg,https://www.amazon.com/dp/B07J4YYB72,4.5,0,38.99,0.0,123,False,0
B09VS5BJVK,"HOLICOLOR 9 Set Balloon Stands for Table, 28"" Height Clear Table Balloon Centerpiece Stand with 63 Balloon Cups and Glue for Birthday Party Wedding Festival Balloons Decorations",https://m.media-amazon.com/images/I/71VsR44IooL._AC_UL320_.jpg,https://www.amazon.com/dp/B09VS5BJVK,4.0,0,15.99,0.0,177,False,300
B0C52HCGJ2,Elikliv Cordless Car Buffer Polisher 10pcs Polishing & Waxing Accessories,https://m.media-amazon.com/images/I/31GA+RLGmHL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C52HCGJ2,4.6,0,15.99,0.0,19,False,0
B0CD4XPQVT,Kids' Heavyweight Fleece Base Layer Set,https://m.media-amazon.com/images/I/61RTsa7agOL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CD4XPQVT,0.0,0,69.99,0.0,84,False,0
B073FBRKZ4,"girls Molokai Youth Sandal, Black/Blue, 6 Big Kid US",https://m.media-amazon.com/images/I/71mVJT6i84L._AC_UL320_.jpg,https://www.amazon.com/dp/B073FBRKZ4,4.5,0,12.68,16.0,97,False,0
B0BWC8NKCX,FARMER'S DEFENSE Sleeves: Anti-Scratch Sleeve for Skin & UV Sun Protection - For Gardening Harvesting Sports Outdoors -Unisex,https://m.media-amazon.com/images/I/91gvLzdMi4L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BWC8NKCX,4.6,0,26.99,0.0,205,False,100
B0CF5D247D,"HedoAjim Kids Wooden Bookshelf,Toy Organizers and Storage,3 Tier Bookcase Display Organizer,Baby Storage Book Rack for Playroom, Bedroom, Toddler Room, Nursery,Classroom",https://m.media-amazon.com/images/I/71f18fT0jJL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CF5D247D,0.0,0,139.99,0.0,124,False,0
B01FHDVZGW,"Super Stick Universal Car Mount Phone Holder Desk Stand with Suction Cup Base and Adjustable Arm for -iPhone, Samsung, LG, Moto, Huawei, Smartphones",https://m.media-amazon.com/images/I/81+QuGpfxPL._AC_UL320_.jpg,https://www.amazon.com/dp/B01FHDVZGW,4.7,0,22.87,27.99,73,False,100
B0BK27VG6D,"GOWENIC 5in Computer Temp Monitor, AIDA64 PC CPU RAM Data Monitor, PC Sensor Panel Display, IPS USB Mini Screen, PC Temperature Display for PC ARGB Computer Case Secondary Screen",https://m.media-amazon.com/images/I/71m9QoJKhSL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BK27VG6D,2.5,3,58.33,0.0,56,False,0
B0BZRYH73Z,Girl's Cut Out Ripped Pocket Flare Leg Zipper Denim Jeans High Waist Pants,https://m.media-amazon.com/images/I/71CnzzZfrPL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BZRYH73Z,5.0,3,34.99,0.0,91,False,0
B08BQGG5DV,"Teak Tuning Prodigy Fingerboard Trucks with Upgraded Lock Nuts, Gold and Green Marbled Colorway - 32mm Wide - Professional Shape, Appearance & Components - Includes Standard Tuning",https://m.media-amazon.com/images/I/712FjkZD1DL._AC_UL320_.jpg,https://www.amazon.com/dp/B08BQGG5DV,4.5,0,15.49,0.0,232,False,0
B07KLMT7BK,"Wide Elastic Belt for Women, Stretch Cinch Waist Belt for Ladies Dresses with Metal Buckle",https://m.media-amazon.com/images/I/61zOnOgVsvL._AC_UL320_.jpg,https://www.amazon.com/dp/B07KLMT7BK,4.3,0,13.99,14.99,120,False,50
B007NN3GA8,"AmScope SM-5TZZ-144S Professional Trinocular Stereo Zoom Microscope, WH10x and WH20x Eyepieces, 3.5X-180X Magnification, 0.7X-4.5X Zoom Objective, 144-Bulb LED Ring Light, Ball-Bearing Double-Arm Boom Stand, 110V-240V, Includes 0.5X and 2.0X Barlow Lenses",https://m.media-amazon.com/images/I/61lqdNzkAiL._AC_UL320_.jpg,https://www.amazon.com/dp/B007NN3GA8,4.0,0,961.99,0.0,155,False,0
B0BVYJZ88G,"5 Tier Ribbon Holder Organizer Rack, Metal Large Capacity Ribbon Stand Organizer, Display Rack Storage Shelf for Craft Room Cake Shop Flower Store (Color : Black)",https://m.media-amazon.com/images/I/61sRIPXdzRL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BVYJZ88G,5.0,0,65.0,0.0,9,False,0
B0C1RJNJ4R,"Intel NUC 12 Pro NUC12WSKv7 Barebone System - Mini PC - Socket BGA-1744 Core i7 12th Gen i7-1270P Dodeca-core [12 Core], Black",https://m.media-amazon.com/images/I/51YjnCUV7lL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C1RJNJ4R,0.0,0,695.99,0.0,57,False,0
B08K1VK62Y,Women's Wristlet Handbags Simple Quilted Small Clutch Crossbody Bag,https://m.media-amazon.com/images/I/911rKtRmfhL._AC_UL320_.jpg,https://www.amazon.com/dp/B08K1VK62Y,4.7,1892,21.95,0.0,118,False,0
B01KI2I100,New The Mouse Side Stickers Mice Antiskid & Feet Skates Teflon Replacement for Razer DeathAdder 2013 RZ01-0084 Chroma Multi-Color Ergonomic RZ01-0121 Gaming Mouse,https://m.media-amazon.com/images/I/51rRO4gDafL._AC_UY218_.jpg,https://www.amazon.com/dp/B01KI2I100,4.3,0,7.98,0.0,263,False,0
B07P26TWNG,Stainless Steel Round Cut Three Stone Wedding Engagement Anniversary Promise Ring,https://m.media-amazon.com/images/I/61DIcS6g6ML._AC_UL320_.jpg,https://www.amazon.com/dp/B07P26TWNG,4.4,802,14.99,0.0,95,False,0
B00YJ7YEP2,Little Boys' Fighter Jet Airplane T-Shirt,https://m.media-amazon.com/images/I/61y8fEMaM8L._AC_UL320_.jpg,https://www.amazon.com/dp/B00YJ7YEP2,4.6,0,23.99,0.0,84,False,0
B076B79K55,SJOLIE Spray Tan Solution - No. 12 - Dark Hydrating Bronzer | Sunless Tanner for Machine (8oz),https://m.media-amazon.com/images/I/513r3JV-DQL._AC_UL320_.jpg,https://www.amazon.com/dp/B076B79K55,4.5,267,21.99,0.0,48,False,100
B073149C8Q,"SUPAREE (Plug and Play) Spare Tire Brake Light Wheel Light 3rd Third Brake Light for Wrangler 2007-2017 JK JKU YJ TJ,Red Light",https://m.media-amazon.com/images/I/812rvUEL+fL._AC_UL320_.jpg,https://www.amazon.com/dp/B073149C8Q,4.6,0,39.99,49.99,22,False,100
B0C3QM8NRV,"Bench Grinding Wheel 8 Inch 60 Grit 1"" Thickness 1-1/4 Inch Arbor White Aluminum Oxide Grinding Wheel Grinding and Cutting Grinder Wheel for Cars Ships Machinery",https://m.media-amazon.com/images/I/51ukFQC8uSL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C3QM8NRV,0.0,0,21.49,0.0,142,False,0
B004SH8U30,"Flex-Drain 54022 Flexible/Expandable Landscaping Drain Pipe, Perforated, 4-Inch by 8-Feet",https://m.media-amazon.com/images/I/61S-ECAPh5L._AC_UL320_.jpg,https://www.amazon.com/dp/B004SH8U30,4.5,0,10.48,13.99,208,False,50
B07ZC5V6V6,"FlySkip 15x15Inch Heat Press Pad Mat 0.3"" Thickest Silicone Pad for Heat Press Machine Flat Heat Transfer Press Replacement Pad (15x15Inch)",https://m.media-amazon.com/images/I/51kVZXnBXxL._AC_UL320_.jpg,https://www.amazon.com/dp/B07ZC5V6V6,4.6,283,25.99,0.0,4,False,0
B0B7JBGJJH,Headlights Replacement for Toyota Camry SE 2010 2011 Front Head Lamps Projector Headlights Pair Left+Right Side (Passenger Driver Side),https://m.media-amazon.com/images/I/81xotLZ7BUL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B7JBGJJH,4.6,0,119.88,0.0,22,False,0
B0873XVXBH,Dorman 42111 Headlamp Retainer Compatible with Select Ford/Lincoln/Mercury Models,https://m.media-amazon.com/images/I/71ZyV1kipcL._AC_UL320_.jpg,https://www.amazon.com/dp/B0873XVXBH,4.5,0,11.64,0.0,22,False,50
B08V5DLVM6,FASHEWELRY 100Pcs Alloy Ring Open Back Bezel Pendants Light Gold Hollow Mold Pendants Pressed Flower Frame Charms for Resin Earrings Necklace Jewelry Making,https://m.media-amazon.com/images/I/61Btsdopv7S._AC_UL320_.jpg,https://www.amazon.com/dp/B08V5DLVM6,4.6,10,14.98,0.0,1,False,0
B0C5X96YH9,"DN DECONATION 2 PCS Thanksgiving Resin Pumpkin Figurine, Fake Pumpkin Statues for Decorating, White and Gold Glitter Pumpkins for Table Centerpiece for Farmhouse, Fall, Gift",https://m.media-amazon.com/images/I/71wv6RFkaeL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C5X96YH9,4.9,27,27.99,29.99,165,False,500
B07D6JGVJK,Boys Toddler Two Piece Rash Guard Swimsuits Long Sleeve UPF 50+ Sun Protection Swimwear Sets 2-6 Years,https://m.media-amazon.com/images/I/71BPtV9sCiL._MCnd_AC_UL320_.jpg,https://www.amazon.com/dp/B07D6JGVJK,4.2,85,9.99,20.99,91,False,0
B00TA3E48W,Girls Kids Basic Denim Jeans A-Line Ankle Length Maxi Skirt for 4 to 18 Years Old,https://m.media-amazon.com/images/I/714mdFHoXQL._AC_UL320_.jpg,https://www.amazon.com/dp/B00TA3E48W,4.5,127,36.99,0.0,91,False,0
B0BB6N7S77,MoKitDora Dyna Softail Touring Easy Lever Pull Ramp Reduced Effort Clutch Kit for Harley 1987-up Big Twin & M8 Models,https://m.media-amazon.com/images/I/71R73oQ3HZL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BB6N7S77,4.2,0,56.99,0.0,28,False,0
B081FFKT59,"Amazon Basics 4-Pack Rechargeable AAA NiMH High-Capacity Batteries, 850 mAh, Pre-Charged",https://m.media-amazon.com/images/I/61alqss-DiL._AC_UL320_.jpg,https://www.amazon.com/dp/B081FFKT59,4.6,0,10.43,0.0,130,False,0
B096DLNL3W,"Shop-Vac 90668 2-2.5 Gallon Disposible Filter Bags,6 Pack",https://m.media-amazon.com/images/I/71VqiGJvDjL._AC_UL320_.jpg,https://www.amazon.com/dp/B096DLNL3W,4.7,0,13.99,0.0,151,False,0
B08LMDWJBQ,"MoKo Case for PS5 Controller, Xbox Series X/S, EVA Carrying Case Game Controller Holder Heavy Duty Protective Cover Hard Shell for Sony PlayStation 5 Wireless Controller 2020, Black",https://m.media-amazon.com/images/I/71X5MeZk1iL._AC_UY218_.jpg,https://www.amazon.com/dp/B08LMDWJBQ,4.7,0,16.75,0.0,261,False,0
B0B23P6NJQ,"Wireless Charger for Samsung Charging Station, 3 in 1 Android Phone Trio Multiple Devices Charger for Samsung S23 Ultra/Galaxy S22 Ultra/S21/Z Flip 5/Fold 5/Buds, Charger for Galaxy Watch 6/5 Pro/4/3",https://m.media-amazon.com/images/I/71HBdrx-9HL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B23P6NJQ,4.5,0,39.99,45.99,73,False,0
B0B3W8ZXTS,Baby Sport Ball Hair Bow Pin Baby Soccer Hair Clips Baby Softball Bow Hair Pin BBG60 (Football Pattern),https://m.media-amazon.com/images/I/61iiHGZQCOL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B3W8ZXTS,5.0,5,6.65,0.0,35,False,0
B0BNNT2QGG,"METALLIXITY Brass Tube (7mm OD x 1mm Wall T x 200mm L), Straight Tubing - for Home Furnishing, Machinery, DIY Handicraft",https://m.media-amazon.com/images/I/51M0ThA98lL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BNNT2QGG,0.0,0,8.49,0.0,140,False,0
B07RBVXWMF,uxcell 8Pcs 38mmx38mm(1.5inch) Plastic Tubing Plug Square Post End Caps for Handrail Stair Newel Guardrail Tube White,https://m.media-amazon.com/images/I/51jk4dZtdQL._AC_UL320_.jpg,https://www.amazon.com/dp/B07RBVXWMF,4.3,83,9.49,11.49,141,False,0
B0B8GQGJKD,"OUBANG Control for PS4 Controller, Game Remote for Elite PS4 Controller with Turbo, Steam Gamepad Work with Playstation 4 Controller with Back Paddle, Scuf Controllers for PS4/Pro/PC/IOS/Android Gamer",https://m.media-amazon.com/images/I/41IQHbty3BL._AC_UY218_.jpg,https://www.amazon.com/dp/B0B8GQGJKD,4.1,175,25.99,0.0,255,False,0
B099X8J36C,RV FT-714 Allergen RV Air Filter 7.5”x14” AC Filter Replacement for Dometic Air Grille (1 filter per pack) MERV 6 Replaces Original Standard Air Filter | Made in USA…,https://m.media-amazon.com/images/I/6115390QleL._AC_UL320_.jpg,https://www.amazon.com/dp/B099X8J36C,4.6,0,19.98,0.0,21,False,0
B0766D7R66,Playmobil Noah's Ark [Amazon Exclusive],https://m.media-amazon.com/images/I/81fIbMKkL8L._AC_UL320_.jpg,https://www.amazon.com/dp/B0766D7R66,4.7,0,118.99,0.0,220,False,50
B09TQBWL1J,"DAVIDJONES Women's Chevron Quilted Shoulder Bag,Faux Leather Small Crossbody Satchel Bags for Women with Chain Purse Strap",https://m.media-amazon.com/images/I/61+AxtqnWlL._AC_UL320_.jpg,https://www.amazon.com/dp/B09TQBWL1J,4.0,11,54.99,0.0,118,False,0
B098R5TSK4,Genuine Actuator - 26028718,https://m.media-amazon.com/images/I/41lPWw2WNTS._AC_UL320_.jpg,https://www.amazon.com/dp/B098R5TSK4,4.0,0,193.8,0.0,15,False,0
B07ZMJ5GK6,Glass Extra Wide Mouth Quart Storage Jars 32 oz with Lids - BPA Free Plastic Storage Lids - Made in USA - Quart Glass Jars 32 oz with Lids (Set of 2),https://m.media-amazon.com/images/I/410isu4PV8L._AC_UL320_.jpg,https://www.amazon.com/dp/B07ZMJ5GK6,4.5,0,18.95,0.0,173,False,300
B07XR7179B,Infinity Love Heart Cat Necklace for Women Girls 925 Sterling Silver Two-Tone Hollow out Mother and Daughter Kitten Ear Pendant Choker Necklace Double Interlocking Circles Jewelry Cute Delicate,https://m.media-amazon.com/images/I/51klIb+P1mL._AC_UL320_.jpg,https://www.amazon.com/dp/B07XR7179B,4.7,26,18.99,0.0,95,False,0
B095PFFX8H,"Finger Skateboard Ramp Set, Finger Skateboard Finger Skatepark Kit, Skate Park Kit Including Skateboards Ramps Scooter Skate Bike and Caster Boards, Fingerboard Skate Set for Christmas",https://m.media-amazon.com/images/I/71vsDyr6hiL._AC_UL320_.jpg,https://www.amazon.com/dp/B095PFFX8H,4.0,0,29.99,0.0,232,False,0
B07TCDHMFR,"Pill Pouch Set, 7 Mini Zip Pill Organizers, Large Reusable Travel Pill Container, Color-Coded Medicine Bags, Organize Pills & Small Items",https://m.media-amazon.com/images/I/61fROGTEGrL._AC_UL320_.jpg,https://www.amazon.com/dp/B07TCDHMFR,4.3,0,24.99,0.0,133,False,0
B01AGQDNR4,"D&D PowerDrive 7072232430 KUBOTA Replacement Belt, B/5L Belt Cross Section, 41"" Length, Rubber",https://m.media-amazon.com/images/I/41yRoNIyNwL._AC_UL320_.jpg,https://www.amazon.com/dp/B01AGQDNR4,0.0,0,7.05,0.0,139,False,0
B07QZ34SMV,"Silicone Mini Ice Cube Trays 2 Pack, 160 Small Ice Cube Molds Easy Release Crushed Ice Cube for Chilling Whiskey Cocktail, BPA Free Flexible Stackable and Durable Soft Mold Storage Containers",https://m.media-amazon.com/images/I/711PxGk7uAL._AC_UL320_.jpg,https://www.amazon.com/dp/B07QZ34SMV,3.7,0,5.99,0.0,170,False,1000
B09MQZ9KCQ,"Washer Door Prop, Magoog Front Load Washer Door Prop, Keep Front Load Washer Door Open and Dry to Prevent Damping, Upgraded Longer Door Prop for Front Load Washing Machines",https://m.media-amazon.com/images/I/71tYkw4I4mL._AC_UL320_.jpg,https://www.amazon.com/dp/B09MQZ9KCQ,4.6,0,13.99,15.99,201,False,100
B099Y8ZJ2H,Waxness Spa Choice Rosin Free Multidirectional Hard Wax Mango 2.2 lb / 1 kg,https://m.media-amazon.com/images/I/71RYVWL+imL._AC_UL320_.jpg,https://www.amazon.com/dp/B099Y8ZJ2H,4.3,0,26.99,0.0,53,False,0
B09Y34P15K,Funny Red Dragon Fabrics Sewing Metal Your Fabrics My Lady Fabric Tin Sign Iron Painting Poster Home Novelty Metal Signs Bedroom 8x12 Inch Retro Parlor Courtyard Wall Decor,https://m.media-amazon.com/images/I/71gp0ZLLrXL._AC_UL320_.jpg,https://www.amazon.com/dp/B09Y34P15K,4.5,0,6.99,9.69,7,False,0
B07M775GYM,"Telescopes for Adults 70mm Aperture 400mm AZ Mount, Astronomical Refractor Portable Telescope for Kids and Beginners with Backpack to Travel and View Moon",https://m.media-amazon.com/images/I/61xl3QkNvyL._AC_UL320_.jpg,https://www.amazon.com/dp/B07M775GYM,4.2,0,89.99,0.0,155,False,0
B0BPJSGTZK,"mens Clothing Suede Leather Trucker Jacket, Comfortable & Stylish Coat",https://m.media-amazon.com/images/I/81uPqVj0UgL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BPJSGTZK,0.0,0,275.15,0.0,110,False,0
B0B1TWW178,"TV Legs for TCL TV Stand Legs, for Roku TV Stand Legs for TCL 32 inch 32S330 32S327 32S325 32S321 32S305 32S301, TV feet Stand Base for TCL with Screws, Easy to Install",https://m.media-amazon.com/images/I/61i-1OR-7EL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B1TWW178,4.0,88,15.98,0.0,69,False,0
